ClipID,Boredom,Engagement,Confusion,Frustration 
5100402059.avi,1,2,0,0
5100402062.avi,2,1,0,1
5100402063.avi,2,1,0,2
5100402065.avi,2,3,0,0
5100402066.avi,2,2,0,0
5100402067.avi,0,2,0,0
5100402068.avi,2,2,0,0
5100402069.avi,2,2,0,1
5100421001.avi,1,3,0,1
5100421002.avi,1,2,0,0
5100421003.avi,1,3,0,0
5100421005.avi,1,3,0,0
5100421007.avi,2,2,1,1
5100421009.avi,2,2,0,0
5100421011.avi,1,2,0,1
5100421012.avi,0,3,0,0
5100421013.avi,0,2,1,0
5100421015.avi,0,3,1,2
5100421016.avi,1,3,1,1
5100421017.avi,1,2,0,1
5100421018.avi,0,2,0,0
5100421019.avi,0,3,0,0
5100421020.avi,0,2,0,0
5100421021.avi,0,3,0,0
5100421024.avi,2,3,1,0
5100421025.avi,0,2,1,0
5100421026.avi,1,3,0,0
5100421027.avi,2,2,2,1
5100421029.avi,0,3,0,0
5100421032.avi,0,3,0,0
5100421033.avi,2,3,1,1
5100421034.avi,0,3,0,0
5100421038.avi,2,2,0,0
5100421039.avi,0,3,1,0
5100421040.avi,2,2,0,0
5100421041.avi,2,2,0,0
5100421043.avi,1,2,0,1
5100421045.avi,0,2,0,0
5100421047.avi,1,2,0,0
5100421048.avi,0,3,0,0
5100421049.avi,0,3,0,0
5100421050.avi,2,2,1,0
5100421051.avi,2,2,0,0
5100421052.avi,1,2,0,0
5100421053.avi,0,3,0,0
5100421054.avi,1,2,0,0
5100421056.avi,1,3,0,0
5100421057.avi,1,3,0,0
5100421058.avi,2,2,1,0
5100421059.avi,1,2,0,0
5100421060.avi,0,2,1,0
5100421061.avi,1,2,1,2
5100421062.avi,1,3,1,0
5100421063.avi,2,2,0,0
5100421064.avi,0,3,0,0
5100421065.avi,2,3,0,0
5100421067.avi,1,2,0,0
5100421068.avi,0,3,0,0
5100421069.avi,0,2,0,0
5100421070.avi,0,3,1,0
5100421071.avi,0,2,0,0
5100421072.avi,1,2,0,0
5100421073.avi,0,3,0,0
5100421074.avi,2,2,1,0
5100421076.avi,0,3,0,0
5100421078.avi,0,3,0,0
5100421079.avi,0,3,0,0
5100421080.avi,1,3,1,1
5100421081.avi,1,3,0,0
5100422002.avi,2,2,0,0
5100422003.avi,2,2,0,0
5100422004.avi,0,3,1,0
5100422005.avi,2,2,0,0
5100422006.avi,0,3,0,0
5100422007.avi,0,2,1,0
5100422008.avi,0,2,0,0
5100422009.avi,1,2,0,0
5100422011.avi,2,2,1,0
5100422012.avi,2,3,0,0
5100422013.avi,1,2,0,0
5100422014.avi,2,2,1,1
5100422016.avi,1,2,1,0
5100422017.avi,2,3,0,0
5100422018.avi,1,2,0,0
5100422019.avi,0,3,0,0
5100422022.avi,2,2,0,0
5100422023.avi,1,2,1,1
5100422024.avi,1,2,1,1
5100422025.avi,0,3,0,0
5100422026.avi,1,3,1,1
5100422027.avi,0,2,0,0
5100422028.avi,2,3,0,2
5100422029.avi,2,2,0,0
5100422030.avi,0,2,0,0
5100422033.avi,0,2,0,0
5100422034.avi,1,2,0,0
5100422035.avi,1,2,1,1
5100422036.avi,1,3,0,0
5100422037.avi,1,2,2,0
5100422038.avi,0,3,0,1
5100422039.avi,1,3,0,0
5100422041.avi,1,2,0,0
5100422042.avi,1,3,0,0
5100422044.avi,0,2,1,0
5100422045.avi,0,2,0,0
5100422046.avi,0,3,0,0
5100422047.avi,1,2,1,0
5100422049.avi,1,2,0,1
5100422050.avi,0,3,0,0
5100422051.avi,0,2,0,0
5100422052.avi,2,2,0,0
5100422055.avi,1,3,0,0
5100422056.avi,0,3,0,0
5100422057.avi,0,2,0,0
5100422058.avi,1,2,0,0
5100422059.avi,0,3,0,0
5100422060.avi,0,2,0,0
5100422061.avi,0,3,1,0
5100422062.avi,1,2,0,0
5100422063.avi,0,3,2,0
5100422065.avi,1,3,1,1
5100422066.avi,2,2,1,0
5100422067.avi,0,2,0,0
5100422068.avi,1,2,0,1
5100422069.avi,0,2,0,0
5100422071.avi,2,3,1,0
5100422072.avi,1,2,0,0
5100422073.avi,1,2,0,0
5100422074.avi,1,2,0,0
5100422075.avi,0,3,0,0
5100422077.avi,1,2,1,0
5100422078.avi,0,2,0,0
5100422079.avi,2,3,1,1
5100422080.avi,1,2,0,0
5100422081.avi,1,2,2,0
5100422084.avi,2,2,0,0
5100422085.avi,2,2,0,0
5100451001.avi,1,2,1,1
5100451003.avi,0,3,0,0
5100451004.avi,0,3,0,0
5100451006.avi,0,3,0,0
5100451007.avi,0,3,1,1
5100451012.avi,0,3,0,0
5100451013.avi,0,3,0,0
5100451015.avi,0,3,0,0
5100451016.avi,0,3,0,0
5100451017.avi,1,2,0,0
5100451018.avi,0,3,0,0
5100451019.avi,0,3,0,0
5100451020.avi,0,2,0,0
5100451024.avi,0,3,0,0
5100451026.avi,0,3,0,0
5100451027.avi,0,3,0,0
5100451033.avi,1,2,1,0
5100451034.avi,0,3,0,0
5100451035.avi,0,3,0,0
5100451036.avi,0,2,0,0
5100451038.avi,1,2,0,0
5100451041.avi,1,3,0,0
5100451043.avi,1,2,0,0
5100451044.avi,0,3,0,0
5100451045.avi,0,2,1,0
5100451049.avi,0,3,0,0
5100451050.avi,0,3,0,0
5100451051.avi,1,2,0,0
5100451052.avi,0,3,0,0
5100451055.avi,0,2,0,0
5100451056.avi,1,3,0,0
5100451059.avi,0,3,0,0
5100451060.avi,1,3,1,2
5100451061.avi,0,3,0,0
5100451064.avi,1,2,0,0
5100451065.avi,0,3,0,0
5100451066.avi,1,2,1,0
5100451067.avi,0,3,0,0
5100451070.avi,0,3,0,0
5100451071.avi,1,3,0,1
5100452002.avi,0,2,0,0
5100452004.avi,1,3,0,0
5100452005.avi,0,2,0,0
5100452006.avi,1,3,0,0
5100452007.avi,1,2,0,0
5100452008.avi,0,3,0,0
5100452009.avi,1,3,0,0
5100452010.avi,1,2,0,0
5100452011.avi,0,2,0,0
5100452012.avi,0,3,0,0
5100452013.avi,0,3,0,0
5100452014.avi,0,3,0,0
5100452016.avi,1,1,2,0
5100452017.avi,0,3,1,0
5100452018.avi,2,3,0,0
5100452021.avi,0,2,0,0
5100452023.avi,2,2,1,1
5100452025.avi,1,2,0,0
5100452027.avi,1,2,1,0
5100452028.avi,0,3,0,0
5100452030.avi,0,3,0,0
5100452031.avi,0,3,0,0
5100452032.avi,1,2,0,0
5100452033.avi,1,2,0,0
5100452034.avi,0,3,0,0
5100452035.avi,0,2,0,0
5100452036.avi,1,3,0,0
5100452037.avi,0,3,0,0
5100452038.avi,0,3,0,0
5100452039.avi,1,2,0,1
5100452040.avi,0,2,1,0
5100452047.avi,0,3,0,0
5100452049.avi,0,3,0,0
5100452050.avi,0,3,0,0
5100452053.avi,1,2,0,0
5100452054.avi,0,3,0,0
5100452055.avi,0,2,1,0
5100452059.avi,0,3,0,0
5100452060.avi,0,3,0,0
5100452061.avi,0,2,1,0
5100452065.avi,0,3,0,0
5100452066.avi,0,3,0,0
5100452067.avi,0,3,1,0
5100452076.avi,0,3,0,0
5100452078.avi,0,3,0,0
5100452079.avi,0,3,0,0
5100452080.avi,0,3,0,0
5100452081.avi,0,2,0,0
5100461004.avi,1,2,2,1
5100461005.avi,0,2,2,2
5100461006.avi,0,2,0,0
5100461007.avi,1,1,2,2
5100461008.avi,2,2,2,1
5100461009.avi,2,3,0,0
5100461010.avi,0,2,0,0
5100461011.avi,1,2,1,1
5100461014.avi,0,2,0,0
5100461015.avi,0,3,1,1
5100461016.avi,0,2,0,1
5100461017.avi,0,3,0,0
5100461018.avi,0,2,2,0
5100461020.avi,0,2,0,0
5100461021.avi,0,2,0,0
5100461022.avi,0,3,0,0
5100461023.avi,2,3,0,0
5100461025.avi,0,2,1,1
5100461029.avi,0,2,0,0
5100461030.avi,1,3,1,1
5100461031.avi,0,2,0,0
5100461032.avi,2,2,0,2
5100461033.avi,0,2,0,0
5100461034.avi,1,2,2,3
5100461035.avi,3,2,0,1
5100461036.avi,1,2,3,0
5100461037.avi,0,2,0,3
5100461038.avi,0,2,0,0
5100461039.avi,0,3,1,1
5100461040.avi,1,2,2,1
5100461042.avi,2,3,0,0
5100461043.avi,0,2,2,1
5100461044.avi,0,3,1,3
5100461046.avi,0,2,0,1
5100461047.avi,0,2,0,0
5100461048.avi,0,2,0,0
5100461049.avi,2,2,2,2
5100461050.avi,0,2,2,0
5100461051.avi,0,3,1,0
5100461052.avi,2,2,1,1
5100461053.avi,0,3,1,0
5100461054.avi,1,2,1,2
5100461055.avi,0,3,0,0
5100461056.avi,1,3,1,1
5100461057.avi,0,2,0,0
5100461058.avi,0,2,2,0
5100461061.avi,1,3,0,0
5100461062.avi,1,2,2,0
5100461063.avi,0,2,0,0
5100461064.avi,2,3,2,0
5100461065.avi,0,3,0,0
5100461066.avi,0,3,2,2
5100461067.avi,0,2,1,0
5100461068.avi,1,2,3,0
5100461069.avi,0,3,0,0
5100462001.avi,0,2,0,0
5100462002.avi,0,2,0,0
5100462003.avi,0,1,0,1
5100462005.avi,1,2,3,2
5100462009.avi,0,2,0,0
5100462010.avi,0,3,0,0
5100462011.avi,0,3,0,1
5100462012.avi,0,2,0,0
5100462014.avi,0,3,0,0
5100462015.avi,1,2,1,1
5100462016.avi,0,2,1,1
5100462017.avi,2,2,0,0
5100462018.avi,0,2,1,0
5100462019.avi,0,2,0,0
5100462021.avi,0,3,0,0
5100462022.avi,0,2,0,0
5100462023.avi,0,2,0,1
5100462024.avi,1,2,3,3
5100462025.avi,2,2,0,0
5100462026.avi,0,3,3,0
5100462027.avi,0,2,0,0
5100462028.avi,1,3,0,2
5100462029.avi,0,3,0,0
5100462031.avi,0,2,1,2
5100462032.avi,2,2,2,3
5100462033.avi,2,2,3,3
5100462035.avi,2,3,0,0
5100462037.avi,1,3,2,3
5100462038.avi,0,2,2,0
5100462039.avi,1,2,2,1
5100462040.avi,0,2,0,0
5100462041.avi,1,3,1,1
5100462042.avi,1,2,0,1
5100462043.avi,1,2,1,1
5100462044.avi,0,2,0,0
5100462045.avi,1,2,0,0
5100462046.avi,0,2,0,0
5100462047.avi,2,3,2,1
5100462048.avi,0,2,0,0
5100462050.avi,1,2,2,3
5100462051.avi,2,2,1,1
5100462052.avi,2,2,1,1
5100462053.avi,0,3,0,0
5100462054.avi,0,2,0,0
5100462055.avi,0,3,0,0
5100462057.avi,0,2,3,0
5100462058.avi,1,3,1,0
5100462059.avi,2,2,1,0
5100462061.avi,0,2,2,2
5100462062.avi,0,2,2,0
5100462063.avi,0,3,0,0
5100462064.avi,0,3,0,0
5100462066.avi,1,2,2,3
5100462067.avi,0,2,2,0
5100462068.avi,1,2,1,0
5100462069.avi,0,3,0,0
5100462070.avi,0,3,2,2
5100462071.avi,0,2,2,0
5100462072.avi,0,3,0,0
5100462074.avi,1,2,2,1
5100462075.avi,0,3,2,0
5100462077.avi,0,3,0,0
5100462078.avi,0,2,0,1
5100462079.avi,0,2,0,0
5100462080.avi,1,2,1,1
5100462081.avi,0,2,3,2
5100462082.avi,0,2,0,0
5100471001.avi,2,2,0,2
5100471002.avi,0,3,0,0
5100471003.avi,0,3,0,0
5100471011.avi,1,2,1,1
5100471012.avi,0,2,2,2
5100471013.avi,2,2,0,0
5100471015.avi,2,2,2,0
5100471016.avi,1,3,0,0
5100471018.avi,0,2,2,0
5100471019.avi,1,3,0,0
5100471020.avi,2,2,2,1
5100471021.avi,1,2,1,0
5100471023.avi,1,2,2,0
5100471026.avi,1,3,1,1
5100471027.avi,0,2,2,0
5100471028.avi,1,3,1,1
5100471029.avi,2,2,0,0
5100471030.avi,2,3,1,3
5100471031.avi,2,2,2,3
5100471034.avi,1,2,2,1
5100471037.avi,0,3,1,0
5100471038.avi,0,3,2,0
5100471039.avi,0,3,1,0
5100471041.avi,0,3,1,2
5100471042.avi,1,2,0,1
5100471044.avi,0,2,3,2
5100471045.avi,0,2,2,2
5100471047.avi,0,3,1,2
5100471049.avi,1,2,2,0
5100471050.avi,0,3,0,0
5100471051.avi,2,2,2,2
5100471052.avi,2,2,0,0
5100471054.avi,0,2,0,0
5100471056.avi,2,2,0,0
5100471057.avi,0,3,0,0
5100471058.avi,0,2,1,1
5100471059.avi,0,2,3,2
5100471060.avi,2,2,1,1
5100471062.avi,0,3,2,0
5100471063.avi,0,3,2,0
5100471065.avi,2,2,1,0
5100471068.avi,2,2,0,0
5100471069.avi,0,3,1,0
5100471070.avi,0,2,0,0
5100471072.avi,1,2,1,1
5100471074.avi,2,2,0,0
5100471075.avi,0,2,0,0
5100471080.avi,1,2,1,1
5100471081.avi,1,2,0,0
5100472001.avi,1,1,2,1
5100472002.avi,1,2,2,0
5100472003.avi,1,2,1,1
5100472004.avi,0,3,0,1
5100472005.avi,0,2,1,0
5100472007.avi,0,3,0,0
5100472009.avi,1,3,1,1
5100472010.avi,0,3,0,0
5100472011.avi,1,2,1,1
5100472012.avi,0,2,1,0
5100472014.avi,0,2,0,0
5100472019.avi,1,2,0,0
5100472020.avi,0,3,0,0
5100472021.avi,0,3,0,0
5100472027.avi,0,3,0,0
5100472030.avi,1,2,0,0
5100472031.avi,1,2,2,0
5100472032.avi,0,3,0,0
5100472035.avi,1,2,0,0
5100472039.avi,0,2,0,0
5100472040.avi,0,2,2,1
5100472041.avi,1,3,1,1
5100472042.avi,1,2,2,3
5100472044.avi,2,2,2,1
5100472045.avi,0,3,0,2
5100472047.avi,2,2,0,0
5100472050.avi,2,2,2,0
5100472052.avi,0,3,0,0
5100472053.avi,0,2,1,0
5100472054.avi,0,2,0,0
5100472058.avi,0,1,0,1
5100472060.avi,0,2,0,0
5100472063.avi,2,2,0,0
5100472064.avi,0,2,1,0
826412010.avi,0,3,0,0
8264120110.avi,1,2,0,1
8264120111.avi,1,2,1,1
8264120112.avi,1,2,1,1
8264120113.avi,1,3,2,2
8264120116.avi,2,1,1,1
8264120117.avi,1,3,1,0
8264120119.avi,1,3,0,0
8264120120.avi,2,1,1,0
8264120121.avi,2,2,1,1
8264120122.avi,1,2,1,0
8264120123.avi,1,1,0,2
8264120124.avi,1,2,0,0
8264120125.avi,1,2,1,2
8264120126.avi,2,2,0,0
8264120127.avi,1,1,1,2
826412013.avi,2,1,0,0
8264120131.avi,1,2,1,0
8264120132.avi,2,2,2,2
8264120136.avi,1,2,1,0
8264120139.avi,0,3,0,0
8264120141.avi,2,2,1,3
8264120144.avi,1,3,1,0
8264120145.avi,0,3,0,0
8264120146.avi,1,3,0,0
8264120149.avi,2,2,1,0
8264120150.avi,2,1,1,1
8264120156.avi,2,1,1,1
8264120157.avi,1,2,0,1
8264120159.avi,0,2,1,2
8264120165.avi,3,3,0,0
8264120166.avi,1,3,1,0
8264120169.avi,3,1,0,0
826412017.avi,0,2,0,0
826412018.avi,1,2,1,0
826412019.avi,0,2,0,0
8264120210.avi,1,2,2,0
8264120211.avi,2,1,0,1
8264120213.avi,1,3,1,1
8264120215.avi,1,3,0,2
8264120216.avi,2,3,1,0
8264120218.avi,1,3,0,0
8264120219.avi,2,3,0,1
8264120220.avi,1,2,0,0
8264120221.avi,2,3,0,0
8264120223.avi,1,2,1,1
8264120224.avi,1,3,0,0
8264120227.avi,0,3,1,0
8264120228.avi,2,3,0,0
8264120229.avi,1,2,2,0
826412023.avi,1,3,2,1
8264120231.avi,2,1,1,1
8264120232.avi,1,2,2,1
8264120233.avi,1,3,1,1
8264120234.avi,1,2,2,1
8264120239.avi,1,1,1,1
826412024.avi,0,3,0,0
8264120240.avi,2,0,1,1
8264120241.avi,2,2,0,1
8264120242.avi,1,2,2,1
8264120243.avi,3,1,1,2
8264120245.avi,3,2,1,0
8264120247.avi,2,3,1,0
8264120248.avi,2,2,0,2
8264120249.avi,3,1,0,1
826412025.avi,2,2,1,0
8264120254.avi,2,1,0,0
8264120256.avi,3,1,0,1
8264120257.avi,0,3,0,0
8264120258.avi,3,2,0,0
8264120261.avi,3,1,0,0
8264120262.avi,2,1,2,2
8264120263.avi,2,1,1,1
8264120265.avi,2,1,0,0
8264120266.avi,2,1,1,1
8264120268.avi,2,3,1,1
8264120269.avi,1,1,1,1
826412027.avi,1,2,1,1
8264120274.avi,1,3,1,1
8264120275.avi,0,3,0,0
8264120279.avi,2,1,0,0
8264120280.avi,1,2,2,1
8264120282.avi,2,1,1,0
8264120284.avi,1,1,0,0
88265401100.mp4,1,3,1,0
88265401130.mp4,1,3,1,0
88265401140.mp4,1,3,0,0
88265401150.mp4,0,3,0,0
88265401160.mp4,0,3,0,0
88265401170.mp4,1,2,1,0
88265401190.mp4,0,3,0,0
8826540120.mp4,0,3,0,0
88265401200.mp4,0,2,0,0
88265401240.mp4,0,3,0,0
88265401260.mp4,0,3,2,0
88265401270.mp4,0,3,0,0
88265401280.mp4,0,3,0,0
88265401300.mp4,1,3,2,0
88265401320.mp4,1,3,1,0
88265401350.mp4,0,3,1,0
88265401360.mp4,1,3,1,0
88265401380.mp4,0,3,1,0
88265401390.mp4,1,3,0,0
88265401400.mp4,1,3,1,0
88265401410.mp4,0,3,0,0
88265401420.mp4,1,2,1,1
88265401430.mp4,0,3,0,0
88265401450.mp4,0,3,1,1
88265401470.mp4,1,2,0,1
88265401480.mp4,0,3,2,0
88265401490.mp4,1,3,0,0
8826540150.mp4,0,3,0,0
88265401520.mp4,1,3,0,0
88265401550.mp4,0,3,0,0
88265401630.mp4,1,2,0,1
88265401640.mp4,1,2,0,0
88265401660.mp4,0,3,0,0
88265401690.mp4,1,3,1,1
8826540170.mp4,0,3,1,0
88265401730.mp4,1,3,0,0
88265401740.mp4,1,3,1,0
88265401750.mp4,0,1,0,0
8826540180.mp4,0,3,1,0
88265402120.mp4,0,3,0,0
88265402150.mp4,1,3,0,1
88265402160.mp4,0,2,1,1
88265402170.mp4,0,3,0,0
88265402180.mp4,0,2,0,0
88265402190.mp4,0,3,2,0
88265402200.mp4,0,3,2,1
88265402230.mp4,0,2,2,1
88265402240.mp4,0,2,0,1
88265402270.mp4,1,2,1,1
8826540230.mp4,0,3,2,0
88265402300.mp4,0,3,1,1
88265402310.mp4,0,3,0,0
88265402320.mp4,2,2,0,0
88265402330.mp4,0,3,1,0
88265402340.mp4,1,2,1,0
88265402350.mp4,0,3,1,0
88265402370.mp4,0,3,0,0
88265402380.mp4,1,3,1,0
8826540240.mp4,0,3,2,0
88265402400.mp4,0,2,0,1
88265402420.mp4,1,3,1,0
88265402440.mp4,1,2,0,0
88265402450.mp4,1,3,1,0
88265402480.mp4,0,2,0,0
88265402490.mp4,1,3,0,1
88265402500.mp4,1,3,1,1
88265402520.mp4,0,3,1,0
88265402540.mp4,1,2,0,0
88265402570.mp4,0,2,1,0
88265402580.mp4,0,3,0,0
88265402590.mp4,0,3,1,0
8826540260.mp4,3,2,2,1
88265402600.mp4,1,2,2,1
88265402630.mp4,0,3,0,0
88265402660.mp4,1,3,1,0
88265402690.mp4,0,3,0,0
8826540270.mp4,0,3,0,0
88265402700.mp4,1,3,1,0
88265402770.mp4,0,3,0,0
88265402780.mp4,0,3,2,0
88265402790.mp4,2,2,1,0
8826540280.mp4,1,2,0,0
88265402800.mp4,1,3,1,0
88265402810.mp4,0,3,2,0
88265402820.mp4,1,3,0,0
88265402840.mp4,0,3,2,0
88265402850.mp4,1,3,2,0
88265402880.mp4,1,2,0,0
88265402890.mp4,1,3,1,1
8826540290.mp4,1,3,0,0
88265402900.mp4,0,3,1,1
907001100.mp4,0,3,0,0
9070011010.mp4,0,2,2,1
9070011020.mp4,1,3,1,0
9070011060.mp4,0,3,3,0
9070011090.mp4,1,2,2,1
907001110.mp4,0,3,1,0
9070011110.mp4,1,3,1,0
907001120.mp4,2,2,1,0
907001150.mp4,1,3,0,0
907001160.mp4,1,2,1,0
907001170.mp4,0,3,2,0
907001180.mp4,0,3,0,0
907001210.mp4,0,3,0,0
907001220.mp4,0,3,1,0
907001240.mp4,1,3,0,1
907001270.mp4,1,2,1,0
907001280.mp4,0,3,3,0
907001310.mp4,0,3,1,0
907001340.mp4,0,3,1,1
907001350.mp4,0,3,1,0
907001360.mp4,1,3,0,0
907001370.mp4,1,3,0,0
907001400.mp4,0,3,2,1
907001430.mp4,3,2,1,1
907001450.mp4,1,3,1,1
907001480.mp4,1,1,1,0
907001490.mp4,0,3,0,0
90700150.mp4,1,3,2,1
907001500.mp4,1,3,2,1
907001520.mp4,1,3,0,0
907001550.mp4,0,3,1,0
907001560.mp4,1,2,0,1
907001570.mp4,0,3,0,0
907001580.mp4,0,3,1,0
90700160.mp4,0,3,1,0
907001600.mp4,1,3,0,0
907001620.mp4,0,3,0,0
907001650.mp4,1,2,1,1
907001670.mp4,1,3,0,0
907001680.mp4,1,3,1,0
90700170.mp4,0,3,1,0
907001730.mp4,0,3,0,0
907001740.mp4,0,2,0,1
907001780.mp4,1,3,1,1
907001790.mp4,1,3,1,0
90700180.mp4,1,3,0,2
907001820.mp4,0,3,1,1
907001840.mp4,0,3,0,0
907001850.mp4,1,3,1,1
907001860.mp4,1,3,1,0
90700190.mp4,0,3,0,0
907001910.mp4,1,2,0,0
907001940.mp4,1,3,1,1
907001950.mp4,1,1,1,1
907001970.mp4,0,3,0,0
9289010111.avi,1,2,1,0
9289010112.avi,1,2,1,0
9289010113.avi,1,2,1,3
9289010114.avi,2,1,0,2
9289010115.avi,1,3,0,1
9289010117.avi,0,3,2,0
9289010118.avi,0,3,1,0
9289010119.avi,0,3,0,0
9289010120.avi,1,2,1,0
9289010121.avi,1,2,1,0
9289010127.avi,0,2,0,0
928901013.avi,1,3,0,0
9289010131.avi,0,2,1,2
9289010132.avi,1,2,1,0
9289010133.avi,0,3,0,0
9289010134.avi,1,3,2,0
9289010138.avi,1,2,1,0
9289010139.avi,1,2,1,1
928901014.avi,0,1,0,1
9289010143.avi,1,2,1,0
9289010144.avi,1,2,1,0
9289010145.avi,1,1,0,0
9289010147.avi,0,2,1,0
9289010149.avi,1,3,0,0
9289010150.avi,0,3,1,0
9289010151.avi,2,3,0,0
9289010152.avi,3,1,0,1
9289010153.avi,1,2,1,1
9289010154.avi,1,2,1,1
9289010155.avi,0,3,1,0
9289010157.avi,1,3,0,0
9289010158.avi,0,3,0,0
928901016.avi,2,2,1,1
9289010160.avi,0,3,0,0
9289010161.avi,1,2,1,0
9289010163.avi,0,3,0,0
9289010166.avi,1,2,0,0
9289010167.avi,1,3,2,0
928901018.avi,0,3,0,0
9289010210.avi,0,3,0,0
9289010211.avi,1,2,1,0
9289010216.avi,1,3,0,0
9289010221.avi,1,3,1,0
9289010222.avi,0,3,0,0
9289010223.avi,0,3,1,0
9289010227.avi,1,3,0,0
9289010229.avi,0,3,0,0
928901023.avi,1,3,2,1
9289010230.avi,0,3,0,0
9289010231.avi,1,2,1,1
9289010232.avi,0,3,0,0
9289010233.avi,0,3,1,0
9289010235.avi,1,3,0,0
9289010242.avi,0,3,0,0
9289010243.avi,0,3,0,0
9289010244.avi,0,3,0,0
9289010245.avi,1,3,0,0
9289010248.avi,1,3,1,1
9289010249.avi,0,3,0,0
928901025.avi,0,3,0,0
9289010250.avi,1,2,1,1
9289010251.avi,0,3,0,0
9289010253.avi,0,3,0,0
9289010254.avi,1,2,1,0
9289010257.avi,0,3,0,0
9289010259.avi,0,3,1,0
928901026.avi,0,3,1,0
9289010261.avi,0,3,0,0
9289010262.avi,1,3,1,0
9289010263.avi,3,2,2,1
9289010265.avi,0,3,0,0
9289010266.avi,0,3,0,0
9289010267.avi,0,3,0,0
9289010268.avi,0,3,0,0
9289010269.avi,0,3,0,0
9289010270.avi,0,3,0,0
9289010271.avi,2,2,1,1
9289010273.avi,1,3,1,0
9289010274.avi,1,3,0,0
9289010275.avi,1,3,0,0
9289010276.avi,2,1,1,1
9289010278.avi,3,3,1,1
928901028.avi,1,3,1,1
928901029.avi,1,3,1,0
940328011.avi,0,3,0,0
9403280110.avi,0,3,0,0
9403280112.avi,0,3,0,0
9403280114.avi,2,3,1,0
9403280115.avi,1,2,1,1
9403280116.avi,1,3,0,0
9403280117.avi,0,3,0,0
940328012.avi,0,3,0,0
9403280126.avi,0,3,0,0
9403280129.avi,1,3,0,0
9403280132.avi,1,3,1,0
9403280134.avi,1,2,2,1
9403280136.avi,0,3,0,0
9403280138.avi,1,2,1,0
940328014.avi,0,3,0,0
9403280140.avi,0,2,2,0
9403280143.avi,1,2,0,1
9403280145.avi,1,2,0,1
9403280146.avi,2,2,0,0
9403280147.avi,1,3,0,0
9403280149.avi,1,3,0,1
9403280150.avi,0,3,0,0
9403280151.avi,1,2,0,0
9403280152.avi,0,2,1,1
9403280155.avi,0,3,0,0
9403280156.avi,1,3,0,0
9403280157.avi,1,2,1,0
9403280159.avi,0,3,0,0
940328016.avi,0,3,0,0
9403280164.avi,1,3,1,0
9403280165.avi,3,2,1,0
9403280167.avi,1,3,0,0
940328017.avi,0,3,0,0
940328018.avi,0,3,3,0
9403280212.avi,1,3,0,0
9403280213.avi,1,2,0,0
9403280217.avi,0,2,1,0
9403280218.avi,0,2,0,0
9403280219.avi,1,2,0,0
940328022.avi,0,3,0,0
9403280227.avi,0,2,1,0
9403280229.avi,0,3,0,0
9403280234.avi,1,3,0,0
9403280235.avi,1,2,0,0
9403280236.avi,1,2,0,0
9403280238.avi,0,2,0,2
9403280241.avi,0,3,0,0
9403280243.avi,0,3,0,0
9403280245.avi,0,3,1,1
9403280246.avi,0,3,0,0
9403280247.avi,0,2,1,0
9403280249.avi,0,3,0,1
9403280250.avi,1,2,0,1
9403280251.avi,1,2,1,0
9403280254.avi,1,3,0,0
9403280255.avi,0,3,0,0
9403280256.avi,0,3,0,0
9403280259.avi,0,3,0,0
9403280260.avi,0,3,0,0
9403280262.avi,0,3,0,0
9403280265.avi,0,3,0,0
9403280266.avi,1,3,0,0
9403280271.avi,1,1,0,0
9403280272.avi,0,3,0,0
9403280273.avi,1,2,1,0
9403280277.avi,1,3,0,0
9403280279.avi,0,3,0,0
9877360111.avi,0,3,0,1
9877360113.avi,1,2,1,0
9877360114.avi,1,3,1,1
9877360115.avi,1,3,1,0
9877360116.avi,0,2,1,1
9877360117.avi,0,2,0,1
9877360120.avi,1,1,1,1
9877360121.avi,1,2,0,0
9877360124.avi,1,3,1,1
9877360125.avi,0,3,0,1
9877360126.avi,1,3,1,0
9877360127.avi,1,2,0,0
9877360128.avi,1,3,1,0
9877360130.avi,1,2,0,0
9877360131.avi,2,3,0,0
9877360132.avi,1,2,0,1
9877360133.avi,1,0,1,0
9877360134.avi,1,3,0,0
9877360135.avi,1,2,1,1
9877360138.avi,1,2,1,1
987736014.avi,0,3,0,0
9877360140.avi,0,3,1,0
9877360141.avi,1,3,1,1
9877360143.avi,0,3,0,0
9877360147.avi,1,3,3,0
9877360149.avi,1,3,1,1
987736015.avi,1,2,3,0
9877360151.avi,1,3,1,0
9877360152.avi,0,3,3,3
9877360154.avi,2,2,0,1
9877360156.avi,0,3,0,0
9877360157.avi,1,1,0,1
9877360158.avi,1,3,0,0
9877360159.avi,1,3,0,0
987736016.avi,1,3,0,1
9877360163.avi,0,2,1,1
9877360164.avi,1,3,0,0
9877360165.avi,0,3,0,0
9877360166.avi,1,3,0,2
9877360168.avi,1,3,1,1
9877360169.avi,0,1,0,0
987736017.avi,1,2,0,0
9877360170.avi,1,3,1,1
9877360172.avi,2,1,2,0
9877360173.avi,1,2,0,0
9877360174.avi,1,3,0,1
9877360175.avi,1,2,1,1
9877360177.avi,1,3,0,0
987736018.avi,1,2,1,0
9877360180.avi,0,3,0,0
9877360181.avi,0,3,0,0
9877360182.avi,1,2,0,0
9877360183.avi,1,3,1,1
9877360184.avi,1,3,1,1
9877360185.avi,1,2,0,0
9877360210.avi,1,3,1,0
9877360212.avi,0,3,0,0
9877360213.avi,0,2,0,0
