ClipID;Boredom;Engagement;Confusion;Frustration ;;Only Con;Only Frus;>1;>0;;;Bor;onlyEng;onlyBored
1813740258.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
1813740259.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
181374026.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
1813740260.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
1813740261.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
1813740262.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
1813740263.avi;1;3;1;0;;1;0;0;1;1;;0;0;0
1813740264.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
1813740265.avi;2;3;1;1;;1;1;0;1;1;;0;0;0
1813740266.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
1813740267.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
1813740268.avi;1;3;1;0;;1;0;0;1;1;;0;0;0
1813740269.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
181374027.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
1813740270.avi;1;3;1;1;;1;1;0;1;1;;0;0;0
1813740271.avi;0;2;1;0;;1;0;0;1;0;;0;0;0
1813740272.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
1813740273.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
1813740274.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
1813740275.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
1813740276.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
1813740277.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
1813740278.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
1813740279.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
181374028.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
181374029.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000481035.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000481036.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000481037.avi;0;3;1;0;;1;0;0;1;1;;0;0;0
2000481038.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000481039.avi;1;2;0;2;;0;1;1;1;0;;0;0;0
2000481040.avi;1;2;1;2;;1;1;1;1;0;;0;0;0
2000481041.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000481043.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000481048.avi;3;2;0;0;;0;0;0;0;1;;0;1;0
2000482008.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000482009.avi;2;3;0;0;;0;0;0;0;1;;0;1;0
2000482012.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000482018.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
2000482021.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000482034.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000482037.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000482038.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000482039.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000482041.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000482042.avi;0;2;0;1;;0;1;0;1;0;;0;0;0
2000482043.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000482044.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000482049.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000482050.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000482052.avi;1;2;0;2;;0;1;1;1;0;;0;0;0
2000482059.avi;1;3;2;1;;1;1;1;1;1;;0;0;0
2000482065.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000482066.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000482067.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000482068.avi;0;3;1;0;;1;0;0;1;1;;0;0;0
2000482070.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000491062.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000491064.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000491065.avi;0;2;1;1;;1;1;0;1;0;;0;0;0
2000491066.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000491067.avi;1;2;0;1;;0;1;0;1;0;;0;0;0
2000491068.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000491070.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000491072.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000491074.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000491075.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000491076.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000491077.avi;1;1;0;0;;0;0;0;0;1;;1;1;0
2000491078.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
2000491079.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000501001.avi;2;3;0;1;;0;1;0;1;1;;0;0;0
2000501002.avi;2;2;1;0;;1;0;0;1;0;;0;0;0
2000501003.avi;1;2;0;1;;0;1;0;1;0;;0;0;0
2000501004.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000501006.avi;2;1;0;0;;0;0;0;0;1;;1;1;0
2000501009.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000501010.avi;0;3;2;1;;1;1;1;1;1;;0;0;0
2000501011.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
2000501012.avi;0;2;2;1;;1;1;1;1;0;;0;0;0
2000501014.avi;2;2;2;0;;1;0;1;1;0;;0;0;0
2000501015.avi;2;3;0;1;;0;1;0;1;1;;0;0;0
2000501016.avi;2;3;0;1;;0;1;0;1;1;;0;0;0
2000501018.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000501019.avi;2;3;0;0;;0;0;0;0;1;;0;1;0
2000501020.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000501021.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000501023.avi;1;3;1;0;;1;0;0;1;1;;0;0;0
2000501027.avi;3;2;2;0;;1;0;1;1;0;;0;0;0
2000501028.avi;3;2;1;0;;1;0;0;1;0;;0;0;0
2000501030.avi;3;1;1;0;;1;0;0;1;0;;1;0;0
2000501031.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000501032.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000501033.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000501035.avi;2;2;2;0;;1;0;1;1;0;;0;0;0
2000501036.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000501037.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000501038.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000501039.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000501040.avi;0;3;1;0;;1;0;0;1;1;;0;0;0
2000501041.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000501042.avi;1;2;2;2;;1;1;1;1;0;;0;0;0
2000501043.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2000501044.avi;1;3;1;0;;1;0;0;1;1;;0;0;0
2000501045.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000501046.avi;1;2;2;0;;1;0;1;1;0;;0;0;0
2000501049.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000501050.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000501051.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000501052.avi;2;3;1;0;;1;0;0;1;1;;0;0;0
2000501053.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000501054.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
2000501056.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000501057.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000501060.avi;1;3;1;0;;1;0;0;1;1;;0;0;0
2000501061.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000501062.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
2000501063.avi;2;3;1;1;;1;1;0;1;1;;0;0;0
2000501065.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
2000501066.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000501067.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2000501071.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000501074.avi;0;2;0;1;;0;1;0;1;0;;0;0;0
2000501075.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000501076.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000501078.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000502002.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000502005.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000502006.avi;3;2;0;0;;0;0;0;0;1;;0;1;0
2000502007.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000502009.avi;2;2;1;2;;1;1;1;1;0;;0;0;0
2000502010.avi;2;3;0;1;;0;1;0;1;1;;0;0;0
2000502012.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000502013.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000502014.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
2000502015.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000502019.avi;3;2;0;0;;0;0;0;0;1;;0;1;0
2000502020.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2000502023.avi;3;2;0;0;;0;0;0;0;1;;0;1;0
2000502025.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
2000502033.avi;2;2;2;2;;1;1;1;1;0;;0;0;0
2000502036.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000502037.avi;1;2;0;1;;0;1;0;1;0;;0;0;0
2000502039.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2000502040.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
2000502041.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000502043.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000502044.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
2000502045.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000502047.avi;2;3;0;0;;0;0;0;0;1;;0;1;0
2000502048.avi;2;3;1;0;;1;0;0;1;1;;0;0;0
2000502049.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000502050.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000502051.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000502053.avi;0;1;0;0;;0;0;0;0;1;;0;1;0
2000502054.avi;0;3;1;0;;1;0;0;1;1;;0;0;0
2000502055.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
2000502056.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000502057.avi;0;3;1;1;;1;1;0;1;1;;0;0;0
2000502058.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000502059.avi;2;2;1;1;;1;1;0;1;0;;0;0;0
2000502061.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000502062.avi;2;2;2;2;;1;1;1;1;0;;0;0;0
2000502063.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000502065.avi;2;1;0;0;;0;0;0;0;1;;1;1;0
2000502066.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000502067.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000502069.avi;2;2;1;1;;1;1;0;1;0;;0;0;0
2000502070.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000502072.avi;2;2;1;2;;1;1;1;1;0;;0;0;0
2000502073.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000502075.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000502076.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000502077.avi;1;2;0;1;;0;1;0;1;0;;0;0;0
2000502078.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000502081.avi;2;1;0;0;;0;0;0;0;1;;1;1;0
2000502084.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000502087.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000502088.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000502090.avi;2;2;3;0;;1;0;1;1;0;;0;0;0
2000541001.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000541002.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000541003.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000541006.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000541007.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
2000541010.avi;2;3;0;0;;0;0;0;0;1;;0;1;0
2000541011.avi;2;2;1;0;;1;0;0;1;0;;0;0;0
2000541014.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000541015.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000541016.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000541018.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000541019.avi;0;3;1;1;;1;1;0;1;1;;0;0;0
2000541020.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000541021.avi;0;3;1;1;;1;1;0;1;1;;0;0;0
2000541022.avi;2;3;0;0;;0;0;0;0;1;;0;1;0
2000541023.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000541024.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000541025.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000541027.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2000541028.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000541029.avi;2;2;1;0;;1;0;0;1;0;;0;0;0
2000541030.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000541031.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000541032.avi;0;3;1;0;;1;0;0;1;1;;0;0;0
2000541034.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2000541035.avi;2;2;1;1;;1;1;0;1;0;;0;0;0
2000541038.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000541039.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000541040.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000541041.avi;0;2;1;0;;1;0;0;1;0;;0;0;0
2000541043.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000541044.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000541045.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000541046.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000541049.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000541050.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
2000541051.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000541052.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000541053.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000541054.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000541055.avi;0;3;2;1;;1;1;1;1;1;;0;0;0
2000541056.avi;0;3;2;0;;1;0;1;1;1;;0;0;0
2000541057.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2000541059.avi;2;3;1;1;;1;1;0;1;1;;0;0;0
2000541062.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000541064.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2000541066.avi;2;2;1;0;;1;0;0;1;0;;0;0;0
2000541067.avi;0;2;2;0;;1;0;1;1;0;;0;0;0
2000541068.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000541069.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000541070.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000541071.avi;1;2;0;1;;0;1;0;1;0;;0;0;0
2000541072.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000541073.avi;2;3;0;1;;0;1;0;1;1;;0;0;0
2000541074.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000541075.avi;0;2;0;1;;0;1;0;1;0;;0;0;0
2000541076.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000541077.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000541079.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000541080.avi;0;3;2;0;;1;0;1;1;1;;0;0;0
2000541081.avi;1;3;0;1;;0;1;0;1;1;;0;0;0
2000542001.avi;2;2;1;1;;1;1;0;1;0;;0;0;0
2000542002.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2000542007.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000542008.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000542009.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000542010.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000542013.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000542015.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000542016.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000542021.avi;2;2;0;1;;0;1;0;1;0;;0;0;0
2000542022.avi;1;2;0;1;;0;1;0;1;0;;0;0;0
2000542025.avi;0;3;2;0;;1;0;1;1;1;;0;0;0
2000542026.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000542027.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000542029.avi;2;3;0;0;;0;0;0;0;1;;0;1;0
2000542030.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000542032.avi;0;2;1;0;;1;0;0;1;0;;0;0;0
2000542033.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000542034.avi;2;2;2;2;;1;1;1;1;0;;0;0;0
2000542035.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
2000542036.avi;0;2;1;1;;1;1;0;1;0;;0;0;0
2000542042.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000542049.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2000542050.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000542051.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000542052.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2000542054.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2000542056.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2026140111.mp4;1;3;1;0;;1;0;0;1;1;;0;0;0
2026140113.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
2026140116.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
2026140117.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
2026140118.mp4;1;2;0;2;;0;1;1;1;0;;0;0;0
2026140119.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
2026140120.mp4;1;3;2;0;;1;0;1;1;1;;0;0;0
2026140122.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
2026140124.mp4;0;2;0;0;;0;0;0;0;1;;0;1;0
2026140125.mp4;2;3;0;0;;0;0;0;0;1;;0;1;0
2026140126.mp4;1;2;0;1;;0;1;0;1;0;;0;0;0
2026140128.mp4;1;2;2;0;;1;0;1;1;0;;0;0;0
2026140129.mp4;1;3;1;0;;1;0;0;1;1;;0;0;0
2026140130.mp4;1;3;1;0;;1;0;0;1;1;;0;0;0
2026140131.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
2026140133.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
2026140134.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
2026140135.mp4;1;2;1;1;;1;1;0;1;0;;0;0;0
2026140138.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
2026140141.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
2026140145.mp4;0;2;1;1;;1;1;0;1;0;;0;0;0
2026140147.mp4;1;3;1;0;;1;0;0;1;1;;0;0;0
2026140149.mp4;1;2;2;1;;1;1;1;1;0;;0;0;0
202614015.mp4;0;3;1;1;;1;1;0;1;1;;0;0;0
2026140151.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
2026140154.mp4;0;2;0;0;;0;0;0;0;1;;0;1;0
2026140158.mp4;1;3;1;0;;1;0;0;1;1;;0;0;0
2026140159.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
202614016.mp4;1;3;1;1;;1;1;0;1;1;;0;0;0
2026140160.mp4;1;2;0;0;;0;0;0;0;1;;0;1;0
2026140161.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
2026140165.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
2026140169.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
202614017.mp4;1;3;1;1;;1;1;0;1;1;;0;0;0
2026140170.mp4;0;2;1;1;;1;1;0;1;0;;0;0;0
2026140172.mp4;1;2;1;1;;1;1;0;1;0;;0;0;0
202614018.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
202614019.mp4;3;2;0;0;;0;0;0;0;1;;0;1;0
202614020.mp4;1;3;2;0;;1;0;1;1;1;;0;0;0
202614021.mp4;1;3;1;0;;1;0;0;1;1;;0;0;0
2026140210.mp4;1;2;0;0;;0;0;0;0;1;;0;1;0
2026140212.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
2026140213.mp4;1;2;0;0;;0;0;0;0;1;;0;1;0
2026140220.mp4;3;2;1;1;;1;1;0;1;0;;0;0;0
2026140221.mp4;1;3;1;0;;1;0;0;1;1;;0;0;0
2026140223.mp4;1;3;1;0;;1;0;0;1;1;;0;0;0
2026140224.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
2026140225.mp4;0;2;1;0;;1;0;0;1;0;;0;0;0
202614023.mp4;1;3;1;1;;1;1;0;1;1;;0;0;0
2026140230.mp4;2;2;1;2;;1;1;1;1;0;;0;0;0
2026140233.mp4;0;2;1;0;;1;0;0;1;0;;0;0;0
2026140236.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
2026140237.mp4;1;2;2;0;;1;0;1;1;0;;0;0;0
2026140239.mp4;0;2;1;0;;1;0;0;1;0;;0;0;0
2026140241.mp4;1;3;1;1;;1;1;0;1;1;;0;0;0
2026140243.mp4;3;3;0;0;;0;0;0;0;1;;0;1;0
2026140246.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
2026140247.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
2026140249.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
202614025.mp4;1;3;0;1;;0;1;0;1;1;;0;0;0
2026140250.mp4;1;3;1;1;;1;1;0;1;1;;0;0;0
2026140253.mp4;1;2;2;0;;1;0;1;1;0;;0;0;0
2026140254.mp4;3;2;0;0;;0;0;0;0;1;;0;1;0
2026140255.mp4;1;2;0;1;;0;1;0;1;0;;0;0;0
2026140257.mp4;0;1;0;0;;0;0;0;0;1;;0;1;0
2026140259.mp4;1;3;2;0;;1;0;1;1;1;;0;0;0
2026140260.mp4;1;3;1;0;;1;0;0;1;1;;0;0;0
2026140263.mp4;1;2;1;1;;1;1;0;1;0;;0;0;0
2026140264.mp4;2;1;1;1;;1;1;0;1;0;;1;0;0
2026140272.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
2026140273.mp4;1;1;1;1;;1;1;0;1;0;;1;0;0
2026140275.mp4;1;3;1;0;;1;0;0;1;1;;0;0;0
2026140276.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
2026140277.mp4;1;3;1;0;;1;0;0;1;1;;0;0;0
2026140279.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
2026140281.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
202614029.mp4;2;2;1;0;;1;0;0;1;0;;0;0;0
205601011.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2056010112.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2056010113.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2056010114.avi;3;2;3;1;;1;1;1;1;0;;0;0;0
2056010116.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2056010118.avi;1;2;0;1;;0;1;0;1;0;;0;0;0
2056010119.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
205601012.avi;0;2;2;1;;1;1;1;1;0;;0;0;0
2056010120.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2056010122.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2056010123.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2056010124.avi;0;3;1;0;;1;0;0;1;1;;0;0;0
2056010126.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2056010130.avi;1;2;0;1;;0;1;0;1;0;;0;0;0
2056010133.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2056010134.avi;1;0;1;0;;1;0;0;1;0;;1;0;0
2056010136.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2056010137.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2056010139.avi;0;3;1;1;;1;1;0;1;1;;0;0;0
2056010141.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2056010142.avi;0;2;1;1;;1;1;0;1;0;;0;0;0
2056010148.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
2056010149.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2056010153.avi;0;3;0;1;;0;1;0;1;1;;0;0;0
2056010155.avi;1;3;2;0;;1;0;1;1;1;;0;0;0
2056010156.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2056010157.avi;0;2;1;1;;1;1;0;1;0;;0;0;0
205601016.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2056010160.avi;1;3;1;0;;1;0;0;1;1;;0;0;0
2056010162.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2056010164.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
2056010165.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
2056010167.avi;1;3;1;1;;1;1;0;1;1;;0;0;0
205601017.avi;1;3;1;0;;1;0;0;1;1;;0;0;0
205601018.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
2056010210.avi;0;2;1;0;;1;0;0;1;0;;0;0;0
2056010212.avi;2;3;2;0;;1;0;1;1;1;;0;0;0
2056010213.avi;1;2;2;0;;1;0;1;1;0;;0;0;0
2056010214.avi;1;3;1;0;;1;0;0;1;1;;0;0;0
2056010215.avi;1;2;2;1;;1;1;1;1;0;;0;0;0
2056010218.avi;1;3;2;0;;1;0;1;1;1;;0;0;0
2056010219.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2056010222.avi;3;2;2;2;;1;1;1;1;0;;0;0;0
2056010224.avi;1;1;2;1;;1;1;1;1;0;;1;0;0
2056010225.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
2056010226.avi;1;3;0;1;;0;1;0;1;1;;0;0;0
2056010228.avi;1;3;1;0;;1;0;0;1;1;;0;0;0
2056010229.avi;0;3;1;1;;1;1;0;1;1;;0;0;0
2056010230.avi;3;3;2;1;;1;1;1;1;1;;0;0;0
2056010232.avi;0;3;1;1;;1;1;0;1;1;;0;0;0
2056010233.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2056010234.avi;1;2;2;3;;1;1;1;1;0;;0;0;0
2056010235.avi;0;3;1;0;;1;0;0;1;1;;0;0;0
2056010236.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
2056010238.avi;0;3;2;0;;1;0;1;1;1;;0;0;0
2056010239.avi;0;3;2;0;;1;0;1;1;1;;0;0;0
205601024.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2056010240.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
2056010241.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2056010242.avi;2;2;1;2;;1;1;1;1;0;;0;0;0
2056010244.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2056010245.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
